VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
7153,PINE STATE TRADING CO,9304,Arak Razzouk,14.38,19.99,750.0,581,8354.78,151.0,3320.49,1979.1,119.04,15884.82,-5034.290000000001,-151.6128643664038,0.25989672977624784,0.3974359588163901
9165,ULTRA BEVERAGE COMPANY LLP,22901,Hermann J Wiemer Dry Rsl,12.32,17.99,750.0,678,8352.960000000001,114.0,2042.86,1181.34,12.65,68054.7,-6310.100000000001,-308.8855819782071,0.168141592920354,0.2445671953415316
9552,M S WALKER INC,25216,Castello D'Alba Vinho Tinta,9.67,14.99,750.0,863,8345.210000000001,154.0,1310.96,578.36,17.17,55551.82,-7034.250000000001,-536.5724354671387,0.17844727694090382,0.15709131346005673
9552,M S WALKER INC,5710,Signatory Laphroaig 97 Cask,198.53,271.99,750.0,42,8338.26,1.0,271.99,271.99,0.79,55551.82,-8066.27,-2965.649472407074,0.023809523809523808,0.0326195153425295
9744,FREDERICK WILDMAN & SONS,23919,J J Vincent Pouilly Fuisse,13.99,24.99,750.0,596,8338.039999999999,116.0,2802.8399999999997,1778.26,12.86,3999.93,-5535.199999999999,-197.48540765794692,0.19463087248322147,0.3361509419479878
653,STATE WINE & SPIRITS,42953,Tozai Well of Wisdom Sake,14.86,24.99,720.0,561,8336.46,82.0,1885.1799999999998,1448.37,8.97,8014.9800000000005,-6451.279999999999,-342.21029291632624,0.14616755793226383,0.22613675349009052
10754,PERFECTA WINES,15651,Villa d Anges Old Vines Rose,9.58,13.99,750.0,869,8325.02,198.0,2770.02,951.32,22.13,28720.52,-5555.0,-200.5400683027559,0.22784810126582278,0.3327343357733675
4692,KOBRAND CORPORATION,13081,Dom Ferret Pouilly Fuisse,20.25,32.99,750.0,411,8322.75,50.0,1585.5,1233.61,5.51,9139.38,-6737.25,-424.92904446546834,0.12165450121654502,0.19050193746057492
4425,MARTIGNETTI COMPANIES,28606,Cline Viognier Sonoma Count,6.62,9.99,750.0,1257,8321.34,204.0,2037.96,1188.81,22.61,144929.24,-6283.38,-308.31714067008187,0.162291169451074,0.2449076711202763
1587,VINEYARD BRANDS INC,45333,Cono Sur Svgn Bl Cntrl Vly,4.76,6.99,750.0,1746,8310.96,345.0,2845.55,1432.27,38.39,6070.09,-5465.409999999999,-192.0686686229375,0.19759450171821305,0.34238523588129416
1587,VINEYARD BRANDS INC,13498,Riva Rey Tempranillo,4.63,6.99,750.0,1793,8301.59,294.0,2341.06,1416.22,32.65,6070.09,-5960.530000000001,-254.60816894910857,0.16397099832682654,0.28200139973185856
7153,PINE STATE TRADING CO,22170,Bone Shaker Znfdl,13.07,19.99,750.0,635,8299.45,81.0,1723.1899999999998,1326.37,8.93,15884.82,-6576.260000000001,-381.6329017693929,0.12755905511811025,0.20762701142846812
480,BACARDI USA INC,4257,Bacardi Grapefruit Rum,0.77,0.99,50.0,10764,8288.28,1612.0,1595.88,565.29,83.56,89286.27,-6692.400000000001,-419.3548387096774,0.1497584541062802,0.19254658385093168
4425,MARTIGNETTI COMPANIES,18884,Hess Treo Winemaker's Blend,9.67,15.99,750.0,857,8287.19,155.0,2711.45,1767.9899999999998,17.17,144929.24,-5575.740000000001,-205.63683637905922,0.1808634772462077,0.3271856926171597
4425,MARTIGNETTI COMPANIES,35606,Castle Rock Chard Cntrl Cst,6.07,9.99,750.0,1364,8279.48,268.0,2825.32,1719.3700000000001,29.740000000000002,144929.24,-5454.16,-193.04574349100275,0.19648093841642228,0.3412436529830376
9165,ULTRA BEVERAGE COMPANY LLP,34998,Luiano Chianti Clsc,10.66,16.99,750.0,776,8272.16,131.0,2212.69,1419.1599999999999,14.530000000000001,68054.7,-6059.469999999999,-273.8508331487917,0.16881443298969073,0.267486363900118
516,BANFI PRODUCTS CORP,12140,Natura Valle Svgn Bl Casabla,5.91,9.99,750.0,1399,8268.09,247.0,2371.53,1356.59,27.41,8510.41,-5896.5599999999995,-248.6394859015066,0.17655468191565404,0.28682924351331446
9206,PHILLIPS PRODUCTS CO.,5748,Trader Vics Chocolate Liquer,9.55,12.99,750.0,865,8260.75,106.0,1379.94,990.24,83.54,2211.83,-6880.8099999999995,-498.6310999028943,0.12254335260115606,0.16704778621795843
480,BACARDI USA INC,4903,Bacardi Superior Rum,2.87,3.99,200.0,2878,8259.86,1350.0,5386.5,1975.0500000000002,283.5,89286.27,-2873.3600000000006,-53.3437296946069,0.46907574704656013,0.6521296971135103
3252,E & J GALLO WINERY,25995,Gallo Cafe Znfdl Cal,6.57,9.99,1500.0,1257,8258.49,220.0,2231.8,1117.9,49.27,61966.91,-6026.69,-270.0371897123398,0.17501988862370724,0.2702431073961463
4425,MARTIGNETTI COMPANIES,21098,Rutherford Ranch Chard,9.33,14.99,750.0,885,8257.05,198.0,2842.02,1698.82,21.94,144929.24,-5415.029999999999,-190.53454936981439,0.22372881355932203,0.3441931440405472
2000,SOUTHERN WINE & SPIRITS NE,25853,Purple Heart Red,11.4,16.99,750.0,724,8253.6,89.0,1539.11,779.55,9.91,19016.59,-6714.490000000001,-436.25796726679715,0.12292817679558012,0.18647741591547928
9165,ULTRA BEVERAGE COMPANY LLP,5989,Tanteo Jalapeno Tequila,2.3,2.99,50.0,3584,8243.2,320.0,956.8000000000001,523.25,16.400000000000002,68054.7,-7286.400000000001,-761.5384615384615,0.08928571428571429,0.11607142857142858
9165,ULTRA BEVERAGE COMPANY LLP,2151,Bain's Cape Mountain Whisky,26.42,36.99,750.0,312,8243.04,12.0,397.88,301.91,9.46,68054.7,-7845.160000000001,-1971.7402231828694,0.038461538461538464,0.048268599934004924
7153,PINE STATE TRADING CO,29691,Hahn Merlot Central Coast,7.94,12.99,750.0,1037,8233.78,188.0,2330.12,1218.03,20.89,15884.82,-5903.660000000001,-253.36291693131687,0.18129218900675023,0.28299517354119247
10754,PERFECTA WINES,19961,Dom du Pegau Chntf du Pape R,45.45,69.99,750.0,181,8226.449999999999,46.0,3219.54,1469.79,5.12,28720.52,-5006.909999999999,-155.51631599545271,0.2541436464088398,0.3913644403114345
4425,MARTIGNETTI COMPANIES,19799,Belle Glos Dairyman Vyd PN,32.89,49.99,750.0,250,8222.5,39.0,2124.61,1694.69,4.29,144929.24,-6097.889999999999,-287.01220459284286,0.156,0.25838978412891456
4425,MARTIGNETTI COMPANIES,25281,Ransom Dry Vermouth,12.92,18.99,500.0,636,8217.119999999999,99.0,1876.0099999999998,1608.1499999999999,7.8,144929.24,-6341.109999999999,-338.0104583664266,0.15566037735849056,0.22830505091808323
4425,MARTIGNETTI COMPANIES,22697,Girard Old Vine Znfdl,10.46,24.99,750.0,785,8211.1,127.0,2949.73,2190.06,14.01,144929.24,-5261.370000000001,-178.36785061683614,0.16178343949044585,0.3592368866534325
1587,VINEYARD BRANDS INC,16703,Catena Padrillos Malbec,6.53,9.99,750.0,1257,8208.21,226.0,2376.7400000000002,1496.58,25.07,6070.09,-5831.469999999999,-245.35582352297678,0.17979315831344472,0.2895564319139009
3252,E & J GALLO WINERY,8075,Sheffield Tawny Port,6.75,9.99,1500.0,1215,8201.25,218.0,2177.82,1118.88,48.71,61966.91,-6023.43,-276.5807091495165,0.1794238683127572,0.2655473251028807
9165,ULTRA BEVERAGE COMPANY LLP,27051,Killibinbin Sneaky Shiraz,10.2,14.99,750.0,804,8200.8,0.0,0.0,0.0,0.0,68054.7,-8200.8,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,13433,C Y Toro Carmenere de Casa,12.33,19.99,750.0,665,8199.45,118.0,2233.8199999999997,1095.4199999999998,13.14,8510.41,-5965.630000000001,-267.05956612439684,0.1774436090225564,0.2724353462732256
4425,MARTIGNETTI COMPANIES,33278,Villa Cornaro Pnt Grigio LTD,5.36,8.99,750.0,1529,8195.439999999999,218.0,1867.82,1214.59,24.13,144929.24,-6327.619999999999,-338.7703311882301,0.14257684761281883,0.2279096668391203
660,SAZERAC NORTH AMERICA INC.,1034,Mr Boston Holiday Nog,3.81,4.99,750.0,2151,8195.31,412.0,2055.88,683.63,324.36,17932.33,-6139.429999999999,-298.6278382006732,0.1915388191538819,0.25086055317004485
4425,MARTIGNETTI COMPANIES,16692,Chartron Trebuchet Chard Bou,10.88,15.99,750.0,753,8192.64,98.0,1717.02,1139.35,10.85,144929.24,-6475.619999999999,-377.14295698361104,0.1301460823373174,0.2095807944691821
10000,MAJESTIC FINE WINES,19419,Kendall Jackson Vnts RSV Cab,6.62,10.99,375.0,1236,8182.32,210.0,2141.9,1086.94,11.98,17587.59,-6040.42,-282.01223213035155,0.16990291262135923,0.2617717224454678
4425,MARTIGNETTI COMPANIES,27083,Santa Margherita Rose Brut,13.69,19.99,750.0,597,8172.93,68.0,1359.32,479.76,7.61,144929.24,-6813.610000000001,-501.251360974605,0.11390284757118928,0.16631978984281034
2242,DELICATO VINEYARDS INC,46310,Twisted Pnt Grigio Cal,4.72,6.99,750.0,1731,8170.32,321.0,2365.79,1546.91,35.58,7982.65,-5804.53,-245.35271516068627,0.1854419410745234,0.2895590380792919
9165,ULTRA BEVERAGE COMPANY LLP,1259,St George Gin 3/200mls Combo,21.05,27.99,200.0,388,8167.4,84.0,2351.16,1875.33,17.64,68054.7,-5816.24,-247.37746474080882,0.21649484536082475,0.28787129318999927
12546,JIM BEAM BRANDS COMPANY,5276,DeKuyper Triple Sec,4.61,5.99,1000.0,1769,8155.09,318.0,1904.82,958.4000000000001,333.9,123880.97,-6250.27,-328.1291670604047,0.17976257772752968,0.23357436889108518
3960,DIAGEO NORTH AMERICA INC,3973,Ciroc Ten,181.09,229.99,1000.0,45,8149.05,1.0,229.99,229.99,1.05,257032.07,-7919.06,-3443.2192704030613,0.022222222222222223,0.028222921690258373
480,BACARDI USA INC,4192,Havana Club Anejo Blanco Rum,15.03,19.99,750.0,542,8146.26,27.0,488.72999999999996,468.73999999999995,21.32,89286.27,-7657.530000000001,-1566.822171751274,0.04981549815498155,0.05999440233923296
1601,VRANKEN AMERICA,17596,Pink Flamingo Rose,8.1,13.99,750.0,1005,8140.5,172.0,2121.28,1144.09,19.11,1048.97,-6019.219999999999,-283.7541484386785,0.17114427860696518,0.26058350224187704
10754,PERFECTA WINES,12534,Ch Beaulieu Grand Vin Brdx,6.89,11.99,750.0,1181,8137.090000000001,226.0,2263.7400000000002,1354.65,25.080000000000002,28720.52,-5873.35,-259.45338245558236,0.1913632514817951,0.2782001919605166
2242,DELICATO VINEYARDS INC,26166,Black Stallion Est Svgn B 15,13.1,18.99,750.0,620,8121.999999999999,70.0,1049.3,599.6,7.78,7982.65,-7072.699999999999,-674.039836081197,0.11290322580645161,0.1291923171632603
2242,DELICATO VINEYARDS INC,16429,HandCraft Artisan Coll Pnt N,5.8,9.99,750.0,1400,8120.0,384.0,3831.16,2123.86,42.63,7982.65,-4288.84,-111.94625126593513,0.2742857142857143,0.47181773399014776
4425,MARTIGNETTI COMPANIES,10750,Gattinara Travaglini,17.99,27.99,750.0,451,8113.49,114.0,3173.8599999999997,1698.3899999999999,12.66,144929.24,-4939.63,-155.63477910178776,0.25277161862527714,0.39118307904489924
10754,PERFECTA WINES,44708,Trentadue Old Patch Red Son,7.53,11.99,750.0,1077,8109.8099999999995,155.0,2091.45,1367.99,17.19,28720.52,-6018.36,-287.76016639173776,0.14391829155060354,0.2578913686017305
3960,DIAGEO NORTH AMERICA INC,1598,Johnnie Walker Odyssey,736.43,949.99,750.0,11,8100.73,3.0,2849.9700000000003,2849.9700000000003,2.37,257032.07,-5250.759999999999,-184.23913234174393,0.2727272727272727,0.35181644123430855
4425,MARTIGNETTI COMPANIES,45035,Hess Clctn 19 Block Cuvee,22.87,35.99,750.0,354,8095.98,58.0,2065.42,1386.6100000000001,6.43,144929.24,-6030.5599999999995,-291.97741863640323,0.1638418079096045,0.2551167369484609
9815,WINE GROUP INC,42678,Fish Eye Shiraz,3.33,4.99,750.0,2431,8095.2300000000005,362.0,1912.38,1146.8500000000001,40.2,27100.41,-6182.85,-323.30656041163365,0.14890991361579597,0.23623541270600093
4425,MARTIGNETTI COMPANIES,25647,De Loach Russian River Chard,13.42,19.99,750.0,603,8092.259999999999,133.0,2517.6699999999996,1468.2199999999998,14.75,144929.24,-5574.59,-221.41861324160837,0.22056384742951907,0.3111207499511879
8352,LUXCO INC,4845,Arrow Cherry Brandy,6.39,7.99,750.0,1266,8089.740000000001,180.0,1438.2,886.89,141.75,10261.6,-6651.540000000001,-462.4906132665833,0.14218009478672985,0.17778074449858708
17035,PERNOD RICARD USA,6109,Plymouth Sloe Gin,26.18,32.99,750.0,309,8089.620000000001,17.0,509.83,479.84,13.42,123780.22,-7579.790000000001,-1486.7289096365457,0.05501618122977346,0.06302273778001932
4425,MARTIGNETTI COMPANIES,29434,Clos du Val Merlot Napa,16.44,31.99,750.0,492,8088.4800000000005,83.0,2128.17,1332.48,9.2,144929.24,-5960.31,-280.06738183509776,0.16869918699186992,0.2631112396890392
9625,WESTERN SPIRITS BEVERAGE CO,2794,Bird Dog Bourbon,10.5,14.99,750.0,770,8085.0,290.0,4656.099999999999,3597.77,228.65,1933.19,-3428.9000000000005,-73.64317776680056,0.37662337662337664,0.5758936301793444
4425,MARTIGNETTI COMPANIES,26380,Orin Swift Abstract Red,20.77,31.99,750.0,389,8079.530000000001,75.0,2399.25,895.7199999999999,8.370000000000001,144929.24,-5680.280000000001,-236.75231843284362,0.1928020565552699,0.2969541545114629
9165,ULTRA BEVERAGE COMPANY LLP,41412,Crios Rose of Malbec,8.21,11.99,750.0,983,8070.429999999999,231.0,2718.69,1222.96,25.740000000000002,68054.7,-5351.74,-196.8499534702375,0.23499491353001017,0.33687052610579615
28776,TALL SHIP DISTILLERY LLC,4029,Tall Ship Cedar Island Spice,20.43,27.99,750.0,395,8069.85,73.0,2043.27,1903.32,57.620000000000005,259.9,-6026.58,-294.9478042549443,0.1848101265822785,0.2531980148329894
1392,CONSTELLATION BRANDS INC,12443,Kim Crawford Svgn Bl Marlbro,6.7,9.99,375.0,1204,8066.8,167.0,1420.33,713.1700000000001,9.5,79528.99,-6646.47,-467.95251807678505,0.13870431893687707,0.17607105667674913
7153,PINE STATE TRADING CO,25109,Tomaiolo Toscana,6.8,13.99,750.0,1186,8064.799999999999,201.0,2108.9900000000002,1242.82,22.3,15884.82,-5955.8099999999995,-282.4010545332125,0.16947723440134907,0.2615055550044639
9165,ULTRA BEVERAGE COMPANY LLP,2796,Teeling Single Malt Whiskey,47.99,59.99,750.0,168,8062.320000000001,24.0,1439.76,1259.79,18.93,68054.7,-6622.56,-459.9766627771295,0.14285714285714285,0.17857887059804126
3664,WILLIAM GRANT & SONS INC,1919,Tullamore Dew Crock,23.99,29.99,750.0,336,8060.639999999999,32.0,959.68,779.74,25.240000000000002,30234.420000000002,-7100.959999999999,-739.9299766588863,0.09523809523809523,0.11905754381786061
10754,PERFECTA WINES,11080,G Vigouroux Pigmentum Malbec,6.62,9.99,750.0,1216,8049.92,179.0,1645.21,1031.88,19.86,28720.52,-6404.71,-389.2943757939716,0.14720394736842105,0.20437594410876134
3960,DIAGEO NORTH AMERICA INC,2782,The Gifted Horse,39.05,49.99,750.0,206,8044.3,46.0,2299.54,1349.73,36.26,257032.07,-5744.76,-249.82213834071163,0.22330097087378642,0.2858595527267755
8320,SHAW ROSS INT L IMP LTD,8728,Blue Nun Authentic White,9.45,15.99,1500.0,851,8041.950000000001,169.0,2726.31,1724.93,37.660000000000004,3151.92,-5315.640000000001,-194.97562639611786,0.19858989424206816,0.33901106075019116
4425,MARTIGNETTI COMPANIES,13154,Clayhouse Malbec Paso Robles,7.79,12.99,750.0,1032,8039.28,248.0,3485.52,2318.35,27.48,144929.24,-4553.76,-130.6479377539076,0.24031007751937986,0.43356121443711376
9165,ULTRA BEVERAGE COMPANY LLP,46156,Brookdale Cab Svgn Napa,28.1,44.99,750.0,286,8036.599999999999,62.0,1321.3799999999999,270.87,6.97,68054.7,-6715.219999999999,-508.1974905023536,0.21678321678321677,0.16442027723166514
9165,ULTRA BEVERAGE COMPANY LLP,22447,Pizzolato Pnt Grigio,4.72,12.99,750.0,1701,8028.72,662.0,4627.38,1754.49,73.97,68054.7,-3401.34,-73.50466138506023,0.38918283362727807,0.5763533913251427
4425,MARTIGNETTI COMPANIES,25715,Grgich Hills Fume Bl Napa,16.44,29.99,750.0,488,8022.72,90.0,2669.1,1415.52,10.0,144929.24,-5353.620000000001,-200.57772282791956,0.18442622950819673,0.3326926528658609
1587,VINEYARD BRANDS INC,21338,Vincent Delaporte Sancerre,12.98,19.99,750.0,618,8021.639999999999,146.0,2918.54,1059.47,16.27,6070.09,-5103.099999999999,-174.85112419223307,0.23624595469255663,0.36383333084007763
9819,TREASURY WINE ESTATES,32650,Beringer Fndrs Est Pnt Nr,5.99,8.99,750.0,1338,8014.62,289.0,2936.11,1779.24,32.07,14836.57,-5078.51,-172.96729345971372,0.21599402092675635,0.3663442558723932
1392,CONSTELLATION BRANDS INC,23211,Wild Horse Pnt Gris CC,8.27,11.99,750.0,969,8013.63,130.0,1626.7,611.52,14.530000000000001,79528.99,-6386.93,-392.63109362513063,0.13415892672858618,0.20299165297125024
653,STATE WINE & SPIRITS,20475,Hayes Valley Cab Svgn CC,6.75,9.99,750.0,1187,8012.25,207.0,2067.93,1468.53,22.9,8014.9800000000005,-5944.32,-287.4526700613657,0.17438921651221567,0.25809604043807916
4425,MARTIGNETTI COMPANIES,13451,Clifford Bay Svgn Bl Marlbor,8.05,12.99,750.0,995,8009.75,175.0,2099.25,1080.1,19.48,144929.24,-5910.5,-281.55293557222814,0.17587939698492464,0.26208683167389746
10754,PERFECTA WINES,24606,Fortant Cab Svgn,5.15,11.99,750.0,1555,8008.25,323.0,2772.77,1180.71,36.06,28720.52,-5235.48,-188.8176805144314,0.2077170418006431,0.346239190834452
10754,PERFECTA WINES,13956,Gouleyant Malbec Cahors,7.79,11.99,750.0,1027,8000.33,184.0,2431.16,1496.8700000000001,20.41,28720.52,-5569.17,-229.074598134224,0.17916260954235638,0.303882464848325
9552,M S WALKER INC,12339,Volver Tempranillo,9.58,15.99,750.0,835,7999.299999999999,86.0,1265.14,705.52,9.56,55551.82,-6734.159999999999,-532.2857549362125,0.1029940119760479,0.1581563386796345
9552,M S WALKER INC,21672,Peachy Canyon Westside Znfdl,11.33,18.99,750.0,706,7998.9800000000005,134.0,2410.66,1475.1799999999998,14.870000000000001,55551.82,-5588.320000000001,-231.81701276828755,0.18980169971671387,0.30137092479291105
10754,PERFECTA WINES,46599,Primaterra Primitivo,7.53,10.99,750.0,1062,7996.86,170.0,1706.3,1055.95,18.87,28720.52,-6290.5599999999995,-368.6667057375608,0.160075329566855,0.21337124821492437
10754,PERFECTA WINES,10164,Andre Bourgogne Pnt Nr RSV,10.45,15.99,750.0,765,7994.25,127.0,2081.73,1414.14,14.06,28720.52,-5912.52,-284.01954143909154,0.16601307189542483,0.26040341495449854
3252,E & J GALLO WINERY,36579,Covey Run Rsl Columbia Vly,3.92,5.99,750.0,2035,7977.2,454.0,2719.46,1132.1100000000001,50.68,61966.91,-5257.74,-193.33764791539497,0.2230958230958231,0.34090407661836236
11567,CAMPARI AMERICA,652,Frangelico Gift Pack-Candle,16.41,21.99,750.0,486,7975.259999999999,72.0,1598.28,1331.3999999999999,56.78,20964.81,-6376.98,-398.9901644267587,0.14814814814814814,0.2004047516946156
7255,PSP WINES,24841,Porta 6 Red,5.47,7.99,750.0,1456,7964.32,246.0,2089.54,1152.64,27.380000000000003,648.71,-5874.78,-281.151832460733,0.16895604395604397,0.2623626373626374
10754,PERFECTA WINES,19963,Penya Rouge Vin d Pays,9.2,13.99,750.0,863,7939.6,73.0,838.27,469.6,8.120000000000001,28720.52,-7101.33,-847.1411359108641,0.08458864426419467,0.10558088568693637
10754,PERFECTA WINES,26437,Ch le Borderon Haut-Medoc,13.1,18.99,750.0,605,7925.5,92.0,1747.08,1177.3799999999999,10.19,28720.52,-6178.42,-353.64264944936696,0.15206611570247933,0.2204378272664185
516,BANFI PRODUCTS CORP,19356,C Y Toro Marques Cs Cab Svgn,12.25,19.99,750.0,646,7913.5,108.0,2031.9199999999998,1428.2399999999998,11.93,8510.41,-5881.58,-289.4592306783732,0.16718266253869968,0.256766285461553
10754,PERFECTA WINES,17186,Columna Albarino,9.33,13.99,750.0,848,7911.839999999999,161.0,2459.39,1486.03,17.84,28720.52,-5452.449999999999,-221.6992831555792,0.18985849056603774,0.310849309389472
4425,MARTIGNETTI COMPANIES,40363,Clos La Coutale Cahors,11.48,16.99,750.0,689,7909.719999999999,58.0,837.42,663.54,6.39,144929.24,-7072.299999999999,-844.534403286284,0.0841799709724238,0.10587226855059345
9815,WINE GROUP INC,15292,Flip Flop Chard,3.37,5.99,750.0,2346,7906.0199999999995,394.0,2324.06,1252.89,43.81,27100.41,-5581.959999999999,-240.18140667624758,0.1679454390451833,0.2939608045514684
9552,M S WALKER INC,35905,Catena Alta Historic Malbec,26.17,38.99,750.0,302,7903.34,52.0,2244.48,1354.69,5.76,55551.82,-5658.860000000001,-252.1234317080126,0.17218543046357615,0.28399132518656667
9552,M S WALKER INC,28983,Edmeades Mendocino Znfdl,10.06,14.99,750.0,785,7897.1,93.0,1420.07,952.37,10.3,55551.82,-6477.030000000001,-456.1063891216631,0.11847133757961784,0.1798217067024604
10754,PERFECTA WINES,27098,Grattamacco Bolgheri Rosso,65.78,99.99,750.0,120,7893.6,2.0,199.98,99.99,0.22,28720.52,-7693.620000000001,-3847.194719471948,0.016666666666666666,0.025334448160535115
9552,M S WALKER INC,29646,Hartley & Gibson Amontillad,7.14,10.99,750.0,1105,7889.700000000001,202.0,2605.98,1905.53,22.35,55551.82,-5283.720000000001,-202.7536665668962,0.18280542986425338,0.3303015323776569
9819,TREASURY WINE ESTATES,35962,Stags Leap Wine Petite Syrah,27.58,39.99,750.0,286,7887.879999999999,59.0,2424.4100000000003,1639.6000000000001,6.53,14836.57,-5463.469999999999,-225.35256000428964,0.2062937062937063,0.30735888477005235
9165,ULTRA BEVERAGE COMPANY LLP,28239,Fetzer Eagle Peak Merlot,8.55,13.99,1500.0,922,7883.099999999999,227.0,2955.73,1965.49,50.57,68054.7,-4927.369999999999,-166.7056869199825,0.24620390455531455,0.3749451357968312
1392,CONSTELLATION BRANDS INC,39716,Ravenswood Vntrs Blnd Shiraz,5.4,7.99,750.0,1459,7878.599999999999,289.0,2434.31,1663.8600000000001,31.990000000000002,79528.99,-5444.289999999999,-223.64817956628366,0.19808087731322824,0.30897748330921737
10754,PERFECTA WINES,21836,Merriam Pnt Nr Cuvee RRV,15.03,24.99,750.0,524,7875.72,111.0,2599.89,1464.37,12.32,28720.52,-5275.83,-202.9251237552358,0.21183206106870228,0.3301145800003047
3960,DIAGEO NORTH AMERICA INC,1176,Brora 37 Yr Old Single Malt,1574.8,1999.99,750.0,5,7874.0,0.0,0.0,0.0,0.0,257032.07,-7874.0,-inf,0.0,0.0
6213,MHW LTD,2793,Camus Elegance VS Cognac,17.18,21.99,750.0,458,7868.4400000000005,91.0,1917.09,1412.34,71.74000000000001,9621.58,-5951.35,-310.43665138308586,0.19868995633187772,0.2436429584517388
3252,E & J GALLO WINERY,24098,Gallo Copperidge Wh Znfdl,4.66,6.99,1500.0,1686,7856.76,336.0,2348.64,461.34000000000003,75.52000000000001,61966.91,-5508.120000000001,-234.52380952380958,0.199288256227758,0.298932384341637
6785,PALM BAY INTERNATIONAL INC,6932,Santa Rita 120 Chard,3.99,5.99,750.0,1968,7852.320000000001,396.0,2372.04,1000.33,44.22,13605.41,-5480.280000000001,-231.03657611170135,0.20121951219512196,0.3020814230698698
9552,M S WALKER INC,658,Allens Triple Sec,2.2,2.99,1000.0,3563,7838.599999999999,634.0,1895.66,436.54,665.7,55551.82,-5942.94,-313.5024213202789,0.1779399382542801,0.2418365524455898
4425,MARTIGNETTI COMPANIES,21178,Sensi Dalcampo Chianti Rsva,9.03,13.99,750.0,867,7829.01,124.0,2037.76,1444.1299999999999,13.71,144929.24,-5791.25,-284.1968632223618,0.14302191464821223,0.2602832286585405
3960,DIAGEO NORTH AMERICA INC,8425,Studebaker Manhattan RTD,15.17,23.99,750.0,516,7827.72,111.0,2185.89,1405.3,12.33,257032.07,-5641.83,-258.10219178458203,0.21511627906976744,0.2792498965215925
4425,MARTIGNETTI COMPANIES,45845,Joseph Carr Chard Napa,10.66,17.99,750.0,734,7824.4400000000005,190.0,3386.1,1563.1299999999999,21.18,144929.24,-4438.34,-131.0752783438174,0.25885558583106266,0.4327594051459273
9165,ULTRA BEVERAGE COMPANY LLP,10732,A Bichot Pnt Nr Bourgogne,9.8,15.99,750.0,798,7820.4,189.0,2952.11,1164.26,21.11,68054.7,-4868.289999999999,-164.90882792307872,0.23684210526315788,0.3774883637665593
17032,JEWELL TOWNE VINEYARDS,35319,Jewell Towne Rsl NH,9.66,14.49,750.0,809,7814.9400000000005,121.0,2095.29,1678.5299999999997,13.34,283.61,-5719.650000000001,-272.9765330813396,0.14956736711990112,0.26811338282827507
1590,DIAGEO CHATEAU ESTATE WINES,43513,Ch D'Yquem 05 Lur Saluces,410.95,629.99,750.0,19,7808.05,13.0,7799.87,1199.98,1.4600000000000002,7259.75,-8.180000000000291,-0.10487354276417801,0.6842105263157895,0.9989523632661164
8673,STE MICHELLE WINE ESTATES,23241,14 Hands Svgn Bl,5.8,8.99,750.0,1346,7806.799999999999,259.0,2392.41,1671.2,28.64,15919.7,-5414.389999999999,-226.31530548693576,0.1924219910846954,0.30645206742839576
660,SAZERAC NORTH AMERICA INC.,1028,Amaretto di Amore VAP,5.71,7.99,750.0,1367,7805.57,144.0,1392.56,447.52,113.4,17932.33,-6413.01,-460.51947492388126,0.10534016093635698,0.17840593319898482
6785,PALM BAY INTERNATIONAL INC,23924,Cote Mas Rose Aurore,6.16,8.99,1000.0,1267,7804.72,155.0,1393.45,620.3100000000001,23.25,13605.41,-6411.27,-460.100470056335,0.122336227308603,0.17853939667278262
9552,M S WALKER INC,10603,Parducci Petite Sirah,7.58,10.99,750.0,1029,7799.82,189.0,2180.11,1505.7,20.91,55551.82,-5619.709999999999,-257.7718555485732,0.1836734693877551,0.27950773222971814
2242,DELICATO VINEYARDS INC,27206,Irony Black Monterey,8.66,12.99,750.0,900,7794.0,0.0,0.0,0.0,0.0,7982.65,-7794.0,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26571,Juniper Estate Cab Svgn,25.97,39.99,750.0,300,7791.0,7.0,279.93,239.94,0.77,68054.7,-7511.07,-2683.1957989497373,0.023333333333333334,0.03592991913746631
9819,TREASURY WINE ESTATES,6724,Black Opal Cashmore Cab Svgn,4.63,6.99,750.0,1681,7783.030000000001,287.0,2205.13,1375.22,31.85,14836.57,-5577.900000000001,-252.95107317935904,0.17073170731707318,0.28332538869823193
480,BACARDI USA INC,4298,Bacardi Raspberry Rum,0.74,0.99,50.0,10509,7776.66,1862.0,1843.38,540.54,96.86,89286.27,-5933.28,-321.86960908765417,0.1771814635074698,0.23704006604377717
12546,JIM BEAM BRANDS COMPANY,2075,Jim Beam Distlrs Masterpiece,143.88,199.99,750.0,54,7769.5199999999995,5.0,999.95,999.95,3.95,123880.97,-6769.57,-676.990849542477,0.09259259259259259,0.12870164437442727
3252,E & J GALLO WINERY,1845,Cluny Scotch Whiskey,11.27,15.99,1750.0,689,7765.030000000001,216.0,3885.8399999999997,1996.8899999999999,396.95,61966.91,-3879.190000000001,-99.82886583081138,0.3134978229317852,0.5004282018227875
