VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
480,BACARDI USA INC,40175,M & R Asti 4 Pak,8.21,11.99,187.0,3503,28759.629999999997,592.0,7098.08,4172.52,17.19,89286.27,-21661.549999999996,-305.17477965872456,0.1689980017128176,0.24680706949289682
1392,CONSTELLATION BRANDS INC,16328,Black Box Chard,2.75,3.99,500.0,10443,28718.25,1928.0,8164.72,3914.77,146.23,79528.99,-20553.53,-251.73588316561987,0.18462127741070575,0.2843042316297128
10754,PERFECTA WINES,4513,Chauffe-Coeur Calvados VSOP,35.15,44.99,750.0,817,28717.55,180.0,8178.200000000001,6217.63,141.96,28720.52,-20539.35,-251.1475630334303,0.22031823745410037,0.28478056101582483
4425,MARTIGNETTI COMPANIES,39775,Bogle Svgn Bl Cal,5.84,8.99,750.0,4913,28691.92,861.0,8056.39,4623.09,95.69,144929.24,-20635.53,-256.1386675669872,0.17524933848972116,0.2807895045016158
1392,CONSTELLATION BRANDS INC,38441,Toasted Head Cab Svgn,6.7,10.99,750.0,4281,28682.7,743.0,8363.57,4891.71,82.48,79528.99,-20319.13,-242.948047305158,0.1735575800046718,0.29158935525595564
4692,KOBRAND CORPORATION,19896,Masi Soave 2012 Classico,6.62,11.49,750.0,4329,28657.98,1392.0,9382.08,2792.2000000000003,155.91,9139.38,-19275.9,-205.4544408063031,0.32155232155232155,0.3273810645411854
3960,DIAGEO NORTH AMERICA INC,3743,Smirnoff Sorbet Pine/Coconut,8.02,10.99,750.0,3571,28639.42,835.0,9992.65,6779.33,658.0500000000001,257032.07,-18646.769999999997,-186.60485456810753,0.23382805936712406,0.3489124430592519
9815,WINE GROUP INC,43450,Fish Eye Pnt Grigio,11.33,16.99,3000.0,2527,28630.91,445.0,7560.549999999999,4859.139999999999,200.25,27100.41,-21070.36,-278.68819067395896,0.17609814008705976,0.26406949691784154
4425,MARTIGNETTI COMPANIES,38369,Oyster Bay Pnt Nr Marlboro,9.0,14.99,750.0,3179,28611.0,537.0,8340.63,4102.36,59.81,144929.24,-20270.370000000003,-243.03164149470732,0.1689210443535703,0.2915182971584355
9552,M S WALKER INC,23356,Bacio Divino 12 Pazzo,14.47,21.99,750.0,1977,28607.19,283.0,6223.17,3496.41,31.44,55551.82,-22384.019999999997,-359.6883903219741,0.14314618108244814,0.2175386677265401
9206,PHILLIPS PRODUCTS CO.,2729,Hell-Cat Maggie Irish Whisky,19.99,24.99,750.0,1431,28605.69,235.0,4353.65,3606.0599999999995,185.32,2211.83,-24252.04,-557.0507505196789,0.1642208245981831,0.15219524507187207
1392,CONSTELLATION BRANDS INC,24456,Franciscan Est Chard Napa,8.21,14.99,750.0,3484,28603.64,675.0,10516.09,6034.04,75.01,79528.99,-18087.55,-171.9988132471289,0.19374282433983928,0.3676486628974494
4425,MARTIGNETTI COMPANIES,16695,Ch Hyot Brdx Castillon,10.27,15.99,750.0,2784,28591.68,370.0,5805.3,3183.9700000000003,41.14,144929.24,-22786.38,-392.5099478063149,0.13290229885057472,0.2030415841251721
3252,E & J GALLO WINERY,11440,Peter Vella Sangria B/B,9.14,13.99,5000.0,3128,28589.920000000002,571.0,8559.29,6850.43,428.25,61966.91,-20030.63,-234.02209762725644,0.18254475703324807,0.29938139036415634
9165,ULTRA BEVERAGE COMPANY LLP,2787,Glenrothes Vintage Rsv,33.08,46.99,750.0,864,28581.12,161.0,7117.39,6236.59,127.01,68054.7,-21463.73,-301.56742850960813,0.1863425925925926,0.24902418099780557
3252,E & J GALLO WINERY,8701,Sheffield Cream Sherry,6.7,9.99,1500.0,4265,28575.5,740.0,7392.6,4875.12,164.89000000000001,61966.91,-21182.9,-286.5419473527582,0.1735052754982415,0.2587041346608108
9744,FREDERICK WILDMAN & SONS,21233,Cavicchioli Prosecco,7.53,11.99,750.0,3794,28568.82,674.0,8046.26,3947.7400000000002,75.06,3999.93,-20522.559999999998,-255.05713213343836,0.1776489193463363,0.28164481417153386
10754,PERFECTA WINES,21003,Bonpas Ventoux Rouge Rhone,9.2,13.99,750.0,3105,28566.0,514.0,4154.86,1476.16,57.49,28720.52,-24411.14,-587.5321912170326,0.16553945249597424,0.14544773506966321
4425,MARTIGNETTI COMPANIES,25163,Colavita Pnt Nr,3.24,4.99,750.0,8809,28541.16,1523.0,7599.77,1372.25,170.96,144929.24,-20941.39,-275.5529443654216,0.17289136110795778,0.26627404071873745
8892,TRINCHERO FAMILY ESTATES,41033,Menage a Trois White,5.91,8.99,750.0,4828,28533.48,828.0,7909.72,4586.21,92.04,11595.97,-20623.76,-260.73944463267975,0.17149958574979288,0.27720838818118226
1392,CONSTELLATION BRANDS INC,6273,Vendange Wh Znfdl,4.66,9.99,1500.0,6118,28509.88,1030.0,8310.2,4217.25,230.54000000000002,79528.99,-20199.68,-243.07092488748765,0.16835567178816607,0.2914849168077874
4425,MARTIGNETTI COMPANIES,14416,J Lohr Falcons Perch Pnt Nr,8.9,12.99,750.0,3202,28497.8,843.0,13071.57,6060.07,93.93,144929.24,-15426.23,-118.01359744850848,0.2632729544034978,0.4586869863638597
10050,Russian Standard Vodka,3062,Russian Standard Platinum,15.62,21.99,750.0,1823,28475.26,328.0,7031.719999999999,5062.65,258.56,732.6,-21443.54,-304.9544066032209,0.17992320351069666,0.2469413799909114
3960,DIAGEO NORTH AMERICA INC,4239,Pampero Ron Anejo Aniversari,15.14,21.99,750.0,1879,28448.06,310.0,6652.9,4323.99,244.24,257032.07,-21795.160000000003,-327.60390205774934,0.16498137307078234,0.23386128966263425
9165,ULTRA BEVERAGE COMPANY LLP,2715,Teeling Single Grain Whiskey,39.99,49.99,750.0,711,28432.89,111.0,4995.89,3863.15,87.55,68054.7,-23437.0,-469.12562126067627,0.15611814345991562,0.17570813237767952
1485,CASTLE BRANDS CORP.,2595,Clontarf Irish Whiskey,12.3,17.99,750.0,2311,28425.3,347.0,5902.53,4417.41,273.55,8497.59,-22522.77,-381.5782384841755,0.15015144958892254,0.20765057888571095
4425,MARTIGNETTI COMPANIES,26744,Santa Lucia Sangvs Monte Ant,6.42,11.99,750.0,4427,28421.34,760.0,8889.64,5312.14,84.35000000000001,144929.24,-19531.7,-219.7130592464937,0.17167381974248927,0.31278046707157364
17035,PERNOD RICARD USA,40055,Campo Viejo Gran RSV Rioja,10.52,18.99,750.0,2699,28393.48,469.0,8221.31,4921.2,52.08,123780.22,-20172.17,-245.3644248909237,0.17376806224527602,0.2895492204548368
9552,M S WALKER INC,37235,Mionetto Il Prosecco Spklg,8.1,11.99,750.0,3503,28374.3,679.0,8344.210000000001,4777.13,75.46000000000001,55551.82,-20030.089999999997,-240.04776965105137,0.19383385669426206,0.29407632963632585
480,BACARDI USA INC,8654,M & R Sweet Vermouth,3.55,5.29,375.0,7992,28371.600000000002,1566.0,8284.14,5628.56,90.41,89286.27,-20087.460000000003,-242.48093344632036,0.19594594594594594,0.2919870574800152
9165,ULTRA BEVERAGE COMPANY LLP,25291,Notre Dame Cousignac 13 Gigo,12.41,17.99,750.0,2284,28344.44,266.0,4785.339999999999,2914.3799999999997,29.51,68054.7,-23559.1,-492.3182051850025,0.11646234676007006,0.16882817229763578
98450,Serralles Usa LLC,2241,Death's Door Gin,20.46,25.99,750.0,1385,28337.100000000002,255.0,6627.45,5639.83,201.16,856.02,-21709.65,-327.571690469185,0.18411552346570398,0.23387890786283702
1392,CONSTELLATION BRANDS INC,27831,Wild Horse CC Chard,6.84,9.99,750.0,4140,28317.6,902.0,10901.98,5981.08,100.22,79528.99,-17415.62,-159.7473119561768,0.2178743961352657,0.38498954713676303
12546,JIM BEAM BRANDS COMPANY,5251,DeKuyper Buttershots Schnpps,0.72,0.99,50.0,39264,28270.08,6836.0,6767.64,1901.79,356.36,123880.97,-21502.440000000002,-317.7243470397362,0.17410350448247758,0.23939231866340668
10754,PERFECTA WINES,37046,Truchard Znfdl,9.93,14.99,750.0,2846,28260.78,509.0,7629.91,4017.32,56.64,28720.52,-20630.87,-270.3946704482753,0.17884750527055515,0.2699822864054
1392,CONSTELLATION BRANDS INC,14895,Vendange Pnt Grigio,5.15,9.99,1500.0,5471,28175.649999999998,959.0,7678.41,3832.7200000000003,214.66,79528.99,-20497.239999999998,-266.9464120827098,0.17528788155730213,0.2725193562526508
3252,E & J GALLO WINERY,33873,Bella Sera Pnt Grigio Del,4.48,6.49,750.0,6287,28165.76,1110.0,7203.9,3108.71,123.81,61966.91,-20961.86,-290.9793306403476,0.17655479560998888,0.25576799631893476
10754,PERFECTA WINES,21505,Margaride's Chard Arinto,9.33,13.99,750.0,3017,28148.61,549.0,3837.51,1146.3600000000001,61.47,28720.52,-24311.1,-633.5123556681284,0.18196884322174345,0.13633035521114542
9815,WINE GROUP INC,41712,Fish Eye Chard,3.28,4.99,750.0,8579,28139.12,1556.0,8698.94,4192.6,173.3,27100.41,-19440.18,-223.4775731295997,0.18137312041030423,0.3091404422028834
8352,LUXCO INC,7993,Stock Italian X Dry Vermouth,4.88,6.49,750.0,5765,28133.2,1031.0,6482.1900000000005,5169.29,812.88,10261.6,-21651.010000000002,-334.0076424788536,0.17883781439722463,0.23041068915018556
480,BACARDI USA INC,7985,Noilly Prat Extra Dry Vermou,7.46,9.99,1000.0,3770,28124.2,682.0,6813.18,4945.05,716.1,89286.27,-21311.02,-312.791090210445,0.18090185676392573,0.24225329076027052
4425,MARTIGNETTI COMPANIES,22758,Copain Tous Ensemble 12 Chrd,10.45,15.99,750.0,2691,28120.95,571.0,9130.29,4557.15,63.550000000000004,144929.24,-18990.66,-207.99624108325142,0.2121887774061687,0.32467928715068306
90024,VINILANDIA USA,13397,Dom Seguinot-Bordet Chablis,13.69,21.99,750.0,2054,28119.260000000002,366.0,8080.339999999999,4494.969999999999,40.69,2802.64,-20038.920000000002,-247.9960001683098,0.17818889970788704,0.28735962468429105
9819,TREASURY WINE ESTATES,31201,Beringer Fndrs Est Cab Svgn,6.03,8.99,750.0,4652,28051.56,935.0,9595.65,4154.99,104.19,14836.57,-18455.910000000003,-192.33621484735275,0.20098882201203783,0.34207188477218375
8112,MOET HENNESSY USA INC,1133,Glenmorangie Collection 4 Pk,23.01,31.99,100.0,1219,28049.19,239.0,7645.61,4958.45,24.59,48347.26,-20403.579999999998,-266.86660711179354,0.19606234618539786,0.2725786377431933
8004,SAZERAC CO INC,3695,Rain Organics Vodka,7.68,11.99,750.0,3651,28039.68,718.0,8498.82,6195.26,565.97,50293.62,-19540.86,-229.924389503484,0.19665844973979732,0.3030997500684744
4425,MARTIGNETTI COMPANIES,46764,Clayhouse Adobe Red Paso Rbl,8.21,12.99,750.0,3415,28037.149999999998,751.0,9437.49,5534.62,83.34,144929.24,-18599.659999999996,-197.08269889557494,0.2199121522693997,0.33660660944496856
7245,PROXIMO SPIRITS INC.,2852,Bushmills 10 Yr Irish Whisky,30.14,40.99,750.0,930,28030.2,162.0,6640.38,5533.650000000001,127.78,38994.78,-21389.82,-322.11740894346406,0.17419354838709677,0.23690091401417043
8112,MOET HENNESSY USA INC,13215,Moet Nectar Imperial Rose,17.22,26.49,375.0,1626,27999.719999999998,201.0,5268.49,2245.14,11.47,48347.26,-22731.229999999996,-431.45626166131086,0.12361623616236163,0.1881622387652448
12546,JIM BEAM BRANDS COMPANY,5458,After Shock Hot & Cool Cinmn,12.79,15.99,750.0,2189,27997.309999999998,374.0,6100.26,5132.85,295.01,123880.97,-21897.049999999996,-358.952733162193,0.1708542713567839,0.2178873613214984
1655,FABRIZIA SPIRITS LLC,4178,Fabrizia Limoncello,7.46,10.99,375.0,3749,27967.54,774.0,8264.26,5524.78,303.44,1824.89,-19703.28,-238.4155387173201,0.20645505468124833,0.2954947056480477
2561,EDRINGTON AMERICAS,2658,Cutty Sark,12.49,15.99,750.0,2238,27952.62,455.0,7551.45,6560.05,358.99,9654.5,-20401.17,-270.16228671314775,0.2033065236818588,0.2701517782590684
7153,PINE STATE TRADING CO,8655,Plomari Ouzo,12.3,15.99,750.0,2271,27933.3,435.0,7651.65,4843.25,342.79,15884.82,-20281.65,-265.06243751347756,0.19154557463672392,0.27392574454146124
90056,SWEET BABY VINEYARD,18812,Sweet Baby Vyds Strawberry,8.5,12.49,750.0,3286,27931.0,554.0,6919.46,4983.51,61.300000000000004,703.64,-21011.54,-303.6586670058068,0.16859403530127814,0.24773405893093695
9815,WINE GROUP INC,6869,Benziger Chard,6.8,14.99,750.0,4106,27920.8,618.0,6976.82,3140.25,68.92,27100.41,-20943.98,-300.19378456087446,0.1505114466634194,0.24987894329675367
3924,HEAVEN HILL DISTILLERIES,5160,Hpnotiq Liqueur,7.96,10.99,375.0,3503,27883.879999999997,674.0,7407.26,5451.04,264.11,14069.87,-20476.619999999995,-276.4398711534359,0.19240650870682272,0.26564667470954545
9165,ULTRA BEVERAGE COMPANY LLP,3394,Blue Nectar Silver Tequila,28.98,39.99,750.0,962,27878.76,116.0,4094.84,3752.94,91.54,68054.7,-23783.92,-580.8266012835666,0.12058212058212059,0.14688027731505993
11567,CAMPARI AMERICA,8379,Wild Turkey 101,7.63,9.99,375.0,3652,27864.760000000002,683.0,8189.17,6930.22,267.23,20964.81,-19675.590000000004,-240.26354319180095,0.18702081051478642,0.29388984509466437
1128,BROWN-FORMAN CORP,8200,Chambord Liqueur de France,2.18,2.99,50.0,12774,27847.32,2239.0,6694.610000000001,3375.71,115.01,68601.68,-21152.71,-315.96627734849375,0.17527790825113512,0.24040410351875874
4425,MARTIGNETTI COMPANIES,24369,Forefront Pine Ridge Znfdl,8.21,11.99,750.0,3391,27840.11,880.0,10551.2,4244.46,98.34,144929.24,-17288.91,-163.85728637500947,0.25951046888823354,0.37899275541655547
9165,ULTRA BEVERAGE COMPANY LLP,2302,St George Botanivore Gin,23.43,29.99,750.0,1188,27834.840000000004,247.0,7407.53,5668.11,194.76000000000002,68054.7,-20427.310000000005,-275.76412110379584,0.2079124579124579,0.26612439661948833
4380,CHARLES JACQUIN ET CIE INC,8191,Savory & James Deluxe Cream,14.45,18.49,1500.0,1926,27830.7,365.0,7116.849999999999,5087.4,573.82,1675.39,-20713.850000000002,-291.0536262531879,0.18951194184839046,0.2557194033926563
2000,SOUTHERN WINE & SPIRITS NE,25590,Cross Springs Pnt Nr Colusa,5.91,8.99,750.0,4707,27818.37,863.0,7758.37,2625.08,96.53,19016.59,-20060.0,-258.55946545472824,0.183343955810495,0.27889376696046536
7239,REMY COINTREAU USA INC,8637,Metaxa Ouzo,13.48,18.99,750.0,2061,27782.28,356.0,6556.44,5146.209999999999,280.6,16978.67,-21225.84,-323.74032249208415,0.17273168364871422,0.23599359015890703
8673,STE MICHELLE WINE ESTATES,36161,Ch Ste Michelle Pnt Gris Was,5.84,9.99,750.0,4755,27769.2,890.0,8663.1,4526.38,98.95,15919.7,-19106.1,-220.54576306403018,0.1871713985278654,0.3119679356985437
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,3072,27740.16,605.0,10155.949999999999,5216.96,67.34,61966.91,-17584.21,-173.1419512699452,0.19694010416666666,0.3661100008074935
9819,TREASURY WINE ESTATES,25934,Gabbiano Chianti,5.15,7.99,750.0,5378,27696.7,921.0,7718.79,3931.34,102.55,14836.57,-19977.91,-258.8217842433853,0.1712532539977687,0.27868988002180767
1590,DIAGEO CHATEAU ESTATE WINES,14475,Belcreme de Lys Chard,6.57,12.99,750.0,4212,27672.84,709.0,7297.91,3138.9500000000003,79.06,7259.75,-20374.93,-279.18856220479563,0.16832858499525166,0.2637210347763366
8320,SHAW ROSS INT L IMP LTD,36558,Cruz Garcia Real Sangria Re,6.66,9.99,1500.0,4155,27672.3,824.0,8378.76,5228.87,183.65,3151.92,-19293.54,-230.26724718216062,0.1983152827918171,0.302785095564879
9165,ULTRA BEVERAGE COMPANY LLP,23382,Haywood Chamizal Znfdl 09,10.88,15.99,750.0,2542,27656.96,623.0,9961.77,5004.87,69.34,68054.7,-17695.19,-177.63098324896077,0.24508261211644375,0.3601903462998103
9819,TREASURY WINE ESTATES,25935,Gabbiano Chianti Clsc RSV,6.84,9.99,750.0,4041,27640.44,847.0,8461.53,1688.31,95.08,14836.57,-19178.909999999996,-226.66007211461752,0.20960158376639446,0.3061286289219709
3252,E & J GALLO WINERY,24837,Wycliff Brut,3.42,4.99,750.0,8069,27595.98,1477.0,7370.23,528.94,166.05,61966.91,-20225.75,-274.42495010332107,0.1830462262981782,0.2670762190724881
8004,SAZERAC CO INC,8295,E.H. Taylor Jr Small Batch,31.0,39.99,750.0,889,27559.0,172.0,6878.280000000001,4758.81,135.49,50293.62,-20680.72,-300.6670272219218,0.19347581552305962,0.24958380202474692
8004,SAZERAC CO INC,6224,La Belle Orange Liqueur,12.22,16.99,750.0,2255,27556.1,483.0,8206.17,6490.179999999999,380.96000000000004,50293.62,-19349.93,-235.7973329823779,0.21419068736141908,0.2977986725262283
9165,ULTRA BEVERAGE COMPANY LLP,25757,Stonehedge Meritage 13 Napa,11.36,17.49,750.0,2424,27536.64,165.0,2968.35,1331.26,18.41,68054.7,-24568.29,-827.6749709434534,0.06806930693069307,0.10779637602844791
9552,M S WALKER INC,19215,Dom Vacheron Sancerre Blanc,18.79,27.99,750.0,1465,27527.35,249.0,7053.509999999999,4272.49,27.6,55551.82,-20473.84,-290.26456331670335,0.16996587030716723,0.25623643394660217
9552,M S WALKER INC,23987,Gerard Bertrand 14 Gris Bl,8.6,12.99,750.0,3200,27520.0,502.0,5378.9800000000005,1892.31,56.18,55551.82,-22141.02,-411.62116237651,0.156875,0.19545712209302327
3252,E & J GALLO WINERY,7718,Andre Pink,3.68,5.99,750.0,7474,27504.32,1363.0,7985.37,3126.1600000000003,152.21,61966.91,-19518.95,-244.4338834643855,0.18236553385068235,0.29033148247257157
8320,SHAW ROSS INT L IMP LTD,58,Gekkeikan Black & Gold Sake,9.28,12.99,750.0,2960,27468.8,538.0,6744.62,4357.53,423.8,3151.92,-20724.18,-307.269794295305,0.18175675675675676,0.24553748252562907
4425,MARTIGNETTI COMPANIES,13614,Acrobat Pnt Nr Ore,11.68,17.99,750.0,2350,27448.0,257.0,4748.429999999999,2626.6,28.57,144929.24,-22699.57,-478.0436902302446,0.10936170212765957,0.17299730399300492
480,BACARDI USA INC,3345,Bombay Sapphire Gin,1.54,2.29,50.0,17819,27441.260000000002,3068.0,6105.32,2224.82,159.23,89286.27,-21335.940000000002,-349.46472912148755,0.17217576743925023,0.2224868683143558
4425,MARTIGNETTI COMPANIES,26708,Monte del Fra Amarone Valpol,44.82,64.99,750.0,612,27429.84,91.0,5366.59,304.44,10.23,144929.24,-22063.25,-411.12233280351205,0.14869281045751634,0.19564787836895878
1392,CONSTELLATION BRANDS INC,22914,Mount Veeder Cab Svgn,19.86,29.99,750.0,1381,27426.66,309.0,9456.91,4659.47,34.410000000000004,79528.99,-17969.75,-190.01714090543317,0.22375090514120202,0.34480720583549
8112,MOET HENNESSY USA INC,19220,Veuve Clicquot Gold Label,44.29,68.99,750.0,619,27415.510000000002,127.0,8382.73,5739.129999999999,14.06,48347.26,-19032.780000000002,-227.047513160987,0.20516962843295639,0.30576596970109254
12546,JIM BEAM BRANDS COMPANY,2182,McClelland Islay Single Mal,14.17,18.99,750.0,1933,27390.61,291.0,5851.089999999999,4911.5599999999995,229.55,123880.97,-21539.52,-368.1283316441894,0.15054319710294878,0.21361663723443908
12546,JIM BEAM BRANDS COMPANY,1297,Jim Beam Black,1.59,1.99,50.0,17194,27338.46,2755.0,2804.45,558.4,144.02,123880.97,-24534.01,-874.824297099253,0.1602303128998488,0.10258258877786093
3252,E & J GALLO WINERY,6285,Gallo Twin Valley Wh Znfdl C,6.62,9.99,1500.0,4129,27333.98,764.0,7764.36,4033.03,170.71,61966.91,-19569.62,-252.04421227248605,0.1850326955679341,0.2840552308884399
9552,M S WALKER INC,25560,Piledriver Red Blend 13,5.86,8.49,750.0,4646,27225.559999999998,722.0,6129.78,2496.06,80.64,55551.82,-21095.78,-344.1523186802789,0.15540249677141627,0.22514798593674473
3252,E & J GALLO WINERY,12123,Barefoot Cellars Rsl,3.37,6.29,750.0,8077,27219.489999999998,1499.0,8804.710000000001,4291.57,166.9,61966.91,-18414.78,-209.14692249943494,0.18558870867896496,0.3234707924358613
8004,SAZERAC CO INC,8057,Corazon de Agave Blanco,18.37,24.99,750.0,1480,27187.6,299.0,6807.009999999999,4719.95,235.75,50293.62,-20380.59,-299.40590655809234,0.20202702702702702,0.250371860701202
3664,WILLIAM GRANT & SONS INC,1748,William Grant Scotch,10.29,15.99,750.0,2640,27165.600000000002,548.0,8236.52,7231.2,432.31,30234.420000000002,-18929.08,-229.8189041002754,0.20757575757575758,0.3031966899313838
9552,M S WALKER INC,10895,Schmitt Sohne Relax Mosel,13.51,19.99,1500.0,2010,27155.100000000002,371.0,7764.29,4732.73,82.68,55551.82,-19390.81,-249.7435052013771,0.1845771144278607,0.2859238227809877
4425,MARTIGNETTI COMPANIES,36473,The Crossings Svgn Bl Marlbo,8.38,13.99,750.0,3237,27126.06,547.0,7563.53,4309.89,60.75,144929.24,-19562.530000000002,-258.64285591516136,0.1689836268149521,0.27882891949660216
1392,CONSTELLATION BRANDS INC,25877,Ravage Cab Svgn,9.67,14.99,750.0,2804,27114.68,423.0,5116.77,2335.08,47.120000000000005,79528.99,-21997.91,-429.91789742356985,0.1508559201141227,0.18870847821180262
5992,MCCORMICK DISTILLING CO,3880,360 Double Chocolate Vodka,11.76,15.99,750.0,2305,27106.8,309.0,4088.91,2177.37,243.38,1567.85,-23017.89,-562.9346207179909,0.13405639913232104,0.1508444375581035
12546,JIM BEAM BRANDS COMPANY,4942,Cruzan 151 Aged Rum,15.26,19.99,750.0,1776,27101.760000000002,274.0,5477.259999999999,3218.39,215.84,123880.97,-21624.500000000004,-394.80506676696024,0.15427927927927929,0.20209978982914759
11567,CAMPARI AMERICA,8671,Appleton Est VX Jamaican Rum,14.49,19.99,750.0,1870,27096.3,459.0,9309.41,7284.41,361.93,20964.81,-17786.89,-191.06355827061006,0.24545454545454545,0.34356757195631876
3960,DIAGEO NORTH AMERICA INC,5566,Grind Espresso Shot,11.44,16.99,750.0,2368,27089.920000000002,394.0,5954.06,4775.85,310.72,257032.07,-21135.86,-354.98231458870083,0.16638513513513514,0.21978876275751275
2555,DISARONNO INTERNATIONAL LLC,1114,DiSaronno Etro Icon VAP,14.92,19.99,750.0,1812,27035.04,364.0,7276.36,3518.24,286.6,5861.03,-19758.68,-271.546212666773,0.20088300220750552,0.269145523735123
1128,BROWN-FORMAN CORP,2250,Jack Daniels Family 4 Pk/50m,9.69,12.99,50.0,2789,27025.41,517.0,7677.83,3469.66,26.66,68601.68,-19347.58,-251.99281567838833,0.18537110075295804,0.28409670750601007
3252,E & J GALLO WINERY,46381,Ghost Pines Merlot L Martini,9.14,17.99,750.0,2950,26963.0,540.0,8966.6,5063.98,59.97,61966.91,-17996.4,-200.70483795418554,0.18305084745762712,0.3325520157252531
8004,SAZERAC CO INC,3784,Margaritaville Gold Tequila,7.29,11.99,750.0,3698,26958.420000000002,692.0,7593.08,6056.5,545.66,50293.62,-19365.340000000004,-255.03932528038695,0.18712817739318552,0.28165893995271235
4425,MARTIGNETTI COMPANIES,39517,J Lohr Seven Oaks Cab Svgn,20.39,30.99,1500.0,1322,26955.58,269.0,8628.31,4555.57,60.2,144929.24,-18327.270000000004,-212.40857131929664,0.20347957639939485,0.3200936503684951
8112,MOET HENNESSY USA INC,40332,Terrazas RSV Malbec Mendoza,8.21,13.49,750.0,3279,26920.59,611.0,8318.39,4560.15,67.83,48347.26,-18602.2,-223.62740866922567,0.18633729795669413,0.3089973139518859
4425,MARTIGNETTI COMPANIES,25696,Bonny Doon Vin Gris de Cigar,6.75,9.99,750.0,3987,26912.25,847.0,8591.53,2969.28,94.75,144929.24,-18320.72,-213.2416461328774,0.21244043140205668,0.31924235246031085
12546,JIM BEAM BRANDS COMPANY,4677,Courvoisier 12 Yr Cognac,34.61,44.99,750.0,777,26891.97,167.0,7696.33,6641.56,131.75,123880.97,-19195.64,-249.41290199354756,0.21492921492921493,0.28619435467167337
3960,DIAGEO NORTH AMERICA INC,2795,George Dickel Rye,18.74,25.99,750.0,1435,26891.899999999998,314.0,8040.86,6024.629999999999,247.62,257032.07,-18851.039999999997,-234.44059466275996,0.21881533101045297,0.2990067641185636
1392,CONSTELLATION BRANDS INC,27867,Vendange Merlot,4.72,9.99,1500.0,5691,26861.52,1161.0,9257.39,4444.4400000000005,260.08,79528.99,-17604.13,-190.16299410525,0.2040063257775435,0.34463388520083743
8112,MOET HENNESSY USA INC,2870,Ardbeg Dark Cove Giftbox,85.26,109.99,750.0,315,26856.9,35.0,3849.6499999999996,3519.68,27.630000000000003,48347.26,-23007.25,-597.645240476407,0.1111111111111111,0.14333932806839209
4425,MARTIGNETTI COMPANIES,5689,Villa Massa Limoncello,14.84,19.99,750.0,1808,26830.72,349.0,6915.509999999999,5263.349999999999,275.15000000000003,144929.24,-19915.210000000003,-287.97890538803364,0.19303097345132744,0.2577459717815996
9552,M S WALKER INC,33587,Produttori del Barbaresco P,20.4,30.99,750.0,1314,26805.600000000002,255.0,8061.45,4626.54,28.36,55551.82,-18744.15,-232.5158625309343,0.19406392694063926,0.30073753245590473
12546,JIM BEAM BRANDS COMPANY,8172,DK Burst Blustery Peppermint,0.71,0.99,50.0,37710,26774.1,6647.0,6580.53,1286.01,347.49,123880.97,-20193.57,-306.868443727177,0.1762662423760276,0.24577969007361591
9552,M S WALKER INC,2237,Edradour 10 Yr Single Malt,35.71,49.99,750.0,749,26746.79,135.0,7551.650000000001,6531.83,106.55,55551.82,-19195.14,-254.1847145987963,0.1802403204272363,0.2823385535236191
1392,CONSTELLATION BRANDS INC,27515,Clos du Bois RSV Chard RRV,8.96,13.99,750.0,2984,26736.64,597.0,8439.03,4285.97,66.48,79528.99,-18297.61,-216.8212460436804,0.20006702412868632,0.3156353977163922
8664,"STOLI GROUP,(USA) LLC",754,Stolichnaya Sticki Vodka,7.4,9.99,750.0,3612,26728.8,70.0,699.3000000000001,449.55,55.17,18544.49,-26029.5,-3722.222222222222,0.01937984496124031,0.026162790697674423
6213,MHW LTD,5977,Absinthe Ordinaire,16.42,22.99,750.0,1627,26715.34,292.0,7168.08,6024.5599999999995,230.3,9621.58,-19547.260000000002,-272.6986863985893,0.17947141979102643,0.26831326121995824
12546,JIM BEAM BRANDS COMPANY,4211,Cruzan Passion Fruit Rum,7.8,9.99,750.0,3423,26699.399999999998,623.0,6254.77,3684.34,490.72,123880.97,-20444.629999999997,-326.8646169243633,0.18200408997955012,0.23426631310066898
6830,PARK STREET IMPORTS LLC,2579,Stillhouse Apple Crisp Moons,16.9,22.99,750.0,1575,26617.5,214.0,4935.86,3393.5299999999997,168.63,360.28999999999996,-21681.64,-439.2677263941846,0.13587301587301587,0.1854366488212642
516,BANFI PRODUCTS CORP,31200,Banfi Rosso di Montalcino,11.99,18.99,750.0,2219,26605.809999999998,351.0,6813.49,4352.759999999999,38.88,8510.41,-19792.32,-290.48725396235994,0.15817936007210456,0.2560903050874978
3252,E & J GALLO WINERY,21319,Wlm Hill Est No Cst Svgn Bl,8.55,12.99,750.0,3111,26599.05,555.0,7037.45,4108.76,61.59,61966.91,-19561.6,-277.96431946230524,0.17839922854387658,0.2645752385893481
1128,BROWN-FORMAN CORP,1744,Old Forester 100 Bourbon,17.05,21.99,750.0,1560,26598.0,307.0,6933.929999999999,4897.83,242.03,68601.68,-19664.07,-283.5919889586425,0.1967948717948718,0.2606936611775321
