VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,10.66,15.99,750.0,65,692.9,48.0,767.52,479.7,5.3100000000000005,55551.82,74.62,9.722222222222223,0.7384615384615385,1.1076923076923078,10.66,Large,181.22
9819,TREASURY WINE ESTATES,24595,Greg Norman Svgn Blanc Marlb,5.86,16.99,750.0,118,691.48,110.0,966.9,167.01,12.33,14836.57,275.41999999999996,28.48484848484848,0.9322033898305084,1.3983050847457625,5.86,Large,46.88
4425,MARTIGNETTI COMPANIES,23110,Duckhorn Estates Merlot,109.67,169.99,1500.0,6,658.02,4.0,679.96,509.97,0.89,144929.24,21.940000000000055,3.22666039178776,0.6666666666666666,1.033342451597216,109.67,Small,219.34
4425,MARTIGNETTI COMPANIES,16174,Inkblot Cab Franc,21.7,35.99,750.0,30,651.0,38.0,1331.6200000000001,809.7700000000001,4.23,144929.24,680.6200000000001,51.11217915020803,1.2666666666666666,2.045499231950845,21.7,Large,-173.6
11567,CAMPARI AMERICA,8228,Wild Turkey Diamond Annivsry,107.99,134.99,750.0,6,647.94,5.0,674.95,674.95,3.95,20964.81,27.00999999999999,4.001777909474774,0.8333333333333334,1.0416859585764113,107.99000000000001,Small,107.99
9552,M S WALKER INC,19887,Guasti Clemente Barolo Rsva,32.25,64.99,750.0,20,645.0,63.0,3149.37,1049.79,7.05,55551.82,2504.37,79.51971346650282,3.15,4.882744186046511,32.25,Large,-1386.75
480,BACARDI USA INC,4259,Castillo Spiced Rum,7.74,9.99,1750.0,83,642.42,65.0,707.35,99.91,119.44,89286.27,64.93000000000006,9.179331306990889,0.7831325301204819,1.101070950468541,7.739999999999999,Large,139.32
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,9.29,13.99,750.0,68,631.72,108.0,1294.92,467.61,85.05,79528.99,663.2,51.21551910542736,1.588235294117647,2.049832204141075,9.290000000000001,Large,-371.59999999999997
8112,MOET HENNESSY USA INC,9291,Grand Marnier Quintessence,620.15,799.99,750.0,1,620.15,1.0,799.99,799.99,0.79,48347.26,179.84000000000003,22.480281003512548,1.0,1.2899943562041443,620.15,Small,0.0
4425,MARTIGNETTI COMPANIES,20883,Quinta do Noval Port 11,61.22,89.99,750.0,10,612.2,11.0,989.89,449.95,1.23,144929.24,377.68999999999994,38.154744466556885,1.1,1.6169389088533157,61.220000000000006,Medium,-61.22
10754,PERFECTA WINES,21831,Buoncristiani Family Chard,23.22,49.99,750.0,26,603.72,27.0,971.73,107.97,3.0300000000000002,28720.52,368.01,37.871631008613505,1.0384615384615385,1.6095706618962433,23.220000000000002,Large,-23.22
9165,ULTRA BEVERAGE COMPANY LLP,21412,Cesari Bardolino Chiaretto,5.29,13.99,750.0,114,603.06,107.0,854.93,383.52,11.92,68054.7,251.87,29.46089153497947,0.9385964912280702,1.4176533014957053,5.289999999999999,Large,37.03
90047,CRUSH WINES,24368,Navarro Vyds Late Harvest Ge,12.49,18.99,375.0,48,599.52,48.0,911.52,18.99,2.7,1457.73,312.0,34.228541337546076,1.0,1.520416333066453,12.49,Large,0.0
4425,MARTIGNETTI COMPANIES,43134,Two Hands Bella Gardn Shiraz,46.05,69.99,750.0,13,598.65,13.0,909.8699999999999,769.89,1.43,144929.24,311.2199999999999,34.204886412344614,1.0,1.5198697068403908,46.05,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,23323,Alter Ego de Palmer Mrgx 11,54.24,82.99,750.0,11,596.64,11.0,912.89,82.99,1.24,19016.59,316.25,34.64272803952284,1.0,1.5300516224188792,54.24,Medium,0.0
4425,MARTIGNETTI COMPANIES,1267,Fitch's Goat 100% Corn Whsky,21.89,29.99,750.0,27,591.03,20.0,599.8,299.9,15.77,144929.24,8.769999999999982,1.4621540513504472,0.7407407407407407,1.0148385022756883,21.89,Large,153.23000000000002
7153,PINE STATE TRADING CO,39689,Hahn Meritage Central Coast,8.66,12.99,750.0,68,588.88,80.0,1319.1999999999998,692.5799999999999,8.9,15884.82,730.3199999999998,55.360824742268036,1.1764705882352942,2.2401847575057734,8.66,Large,-103.92
17035,PERNOD RICARD USA,3061,Absolut Grapevine Vodka,11.32,16.99,750.0,52,588.64,57.0,829.43,583.1,44.940000000000005,123780.22,240.78999999999996,29.03078017433659,1.0961538461538463,1.4090615656428376,11.32,Large,-56.6
9165,ULTRA BEVERAGE COMPANY LLP,25187,Ch Bruni Brdx Superieur,7.53,12.99,750.0,78,587.34,75.0,858.25,570.49,8.31,68054.7,270.90999999999997,31.565394698514414,0.9615384615384616,1.4612490210099771,7.53,Large,22.59
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,16.66,23.99,750.0,35,583.1,35.0,734.65,524.75,27.6,68054.7,151.54999999999995,20.628870890900423,1.0,1.2599039615846337,16.66,Large,0.0
4425,MARTIGNETTI COMPANIES,21730,Ch Les Ormes Saint-Julien,38.4,57.99,750.0,15,576.0,18.0,1043.82,521.91,2.0,144929.24,467.81999999999994,44.81807208139334,1.2,1.8121874999999998,38.4,Medium,-115.19999999999999
516,BANFI PRODUCTS CORP,26069,Sartori Bardolino Chiaretto,10.59,15.99,750.0,54,571.86,36.0,575.64,31.98,4.04,8510.41,3.7799999999999727,0.656660412757969,0.6666666666666666,1.0066100094428705,10.59,Large,190.62
8004,SAZERAC CO INC,5954,Fireball Cinnamon Whisky,2.96,3.99,200.0,192,568.32,192.0,766.08,7.98,40.32,50293.62,197.76,25.81453634085213,1.0,1.347972972972973,2.9600000000000004,Large,0.0
2000,SOUTHERN WINE & SPIRITS NE,23337,Ch Pichon Longevile 11 Comts,94.59,139.99,750.0,6,567.54,6.0,839.94,279.98,0.67,19016.59,272.4000000000001,32.430887920565766,1.0,1.4799661697853899,94.58999999999999,Small,0.0
1392,CONSTELLATION BRANDS INC,3230,Svedka Grapefruit Jalapeno,7.08,10.99,750.0,80,566.4,104.0,986.96,436.54,81.93,79528.99,420.56000000000006,42.6116559941639,1.3,1.7425141242937854,7.08,Large,-169.92000000000002
4425,MARTIGNETTI COMPANIES,2743,Linkwood 15 Yr Old Sngl Malt,62.49,79.99,750.0,9,562.41,10.0,799.9,719.91,7.890000000000001,144929.24,237.49,29.689961245155644,1.1111111111111112,1.422272007965719,62.489999999999995,Medium,-62.49
1590,DIAGEO CHATEAU ESTATE WINES,10242,Rosenblum RSV Znfdl Monte Rs,15.17,21.99,750.0,37,561.29,42.0,923.5799999999999,395.82,4.68,7259.75,362.28999999999996,39.226704779228655,1.135135135135135,1.6454595663560725,15.169999999999998,Large,-75.85
9552,M S WALKER INC,19459,Verite La Muse Red Sonoma,279.6,424.99,750.0,2,559.2,2.0,849.98,424.99,0.22,55551.82,290.78,34.210216710981435,1.0,1.5199928469241772,279.6,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20056,Ch Rauzan-Segla 10 Brdx,139.07,209.99,750.0,4,556.28,3.0,629.97,209.99,0.34,19016.59,73.69000000000005,11.697382415035646,0.75,1.1324692600848494,139.07,Small,139.07
1703,ALISA CARR BEVERAGES,90088,Ch Le Petite Mouton 12 Pauil,92.46,134.99,750.0,6,554.76,7.0,944.9300000000001,674.95,0.78,172.0,390.1700000000001,41.29088927222123,1.1666666666666667,1.7033131444228136,92.46,Small,-92.46
10754,PERFECTA WINES,23147,Ch Floreal Laguens Brdx,7.99,13.99,750.0,68,543.3199999999999,80.0,1119.2,293.79,8.93,28720.52,575.8800000000001,51.45461043602574,1.1764705882352942,2.0599278509902086,7.989999999999999,Large,-95.88
90024,VINILANDIA USA,17026,Pares Balta Brut Cava Pendes,10.06,16.99,750.0,52,523.12,42.0,707.5799999999999,301.82,4.680000000000001,2802.64,184.45999999999992,26.06913705870714,0.8076923076923077,1.3526150787582198,10.06,Large,100.60000000000001
516,BANFI PRODUCTS CORP,22841,Banfi Poggio Alle Mura Rsva,64.93,99.99,750.0,8,519.44,5.0,527.95,313.96999999999997,0.56,8510.41,8.509999999999991,1.611895065820625,0.625,1.0163830278761743,64.93,Medium,194.79000000000002
10754,PERFECTA WINES,44756,Duck Pond Syrah Columbia,11.03,17.99,750.0,47,518.4100000000001,25.0,549.75,483.78,2.7600000000000002,28720.52,31.339999999999918,5.700773078672109,0.5319148936170213,1.060454080746899,11.030000000000001,Large,242.66
3960,DIAGEO NORTH AMERICA INC,207,Smirnoff Pomegrante,11.5,14.49,1000.0,45,517.5,41.0,594.09,86.94,43.05,257032.07,76.59000000000003,12.891986062717775,0.9111111111111111,1.1480000000000001,11.5,Large,46.0
9552,M S WALKER INC,20748,Terrasole 07 Brunelo d Montl,34.48,49.99,750.0,15,517.1999999999999,37.0,1849.63,1399.72,4.08,55551.82,1332.4300000000003,72.03765077339793,2.466666666666667,3.5762374323279205,34.48,Medium,-758.56
4425,MARTIGNETTI COMPANIES,13941,Dom du Grand Tinel Ch d Pape,30.4,44.99,750.0,17,516.8,14.0,629.86,359.92,1.56,144929.24,113.06000000000006,17.9500206395072,0.8235294117647058,1.2187693498452015,30.4,Medium,91.19999999999999
3664,WILLIAM GRANT & SONS INC,2801,Tullamore Dew 10 Yr Old,27.68,39.99,750.0,18,498.24,17.0,661.83,583.85,13.41,30234.420000000002,163.59000000000003,24.71782784098636,0.9444444444444444,1.3283357418111754,27.68,Medium,27.68
9165,ULTRA BEVERAGE COMPANY LLP,19834,Sauska Tokaji Aszu,49.65,72.99,500.0,10,496.5,7.0,510.92999999999995,510.92999999999995,0.56,68054.7,14.42999999999995,2.8242616405378334,0.7,1.0290634441087612,49.65,Medium,148.95
9552,M S WALKER INC,23397,Secoli 13 Prosecco Valdobbia,8.05,11.99,750.0,61,491.05,77.0,923.23,119.9,8.65,55551.82,432.18,46.81173705360528,1.2622950819672132,1.8801140413399857,8.05,Large,-128.8
12546,JIM BEAM BRANDS COMPANY,2339,Alberta Rye Dark Batch,15.82,25.99,750.0,31,490.42,52.0,1143.48,857.6099999999999,41.01,123880.97,653.06,57.11162416483017,1.6774193548387097,2.3316341095387627,15.82,Large,-332.22
9552,M S WALKER INC,18784,Clos Erasmus Laurel Priorat,32.66,48.99,750.0,15,489.9,13.0,636.87,195.96,1.45,55551.82,146.97000000000003,23.07692307692308,0.8666666666666667,1.3,32.66,Medium,65.32
9552,M S WALKER INC,24205,Raeburn Chard RRV,6.81,18.99,750.0,70,476.7,95.0,996.5500000000001,325.19,10.620000000000001,55551.82,519.8500000000001,52.164969143545235,1.3571428571428572,2.090518145584225,6.81,Large,-170.25
4692,KOBRAND CORPORATION,20422,M Chiarlo Barberesco Anni 09,18.06,27.99,750.0,26,469.56,80.0,2239.2,1119.6,8.9,9139.38,1769.6399999999999,79.0300107181136,3.076923076923077,4.768719652440582,18.06,Large,-975.2399999999999
4425,MARTIGNETTI COMPANIES,19865,Clarendelle Brdx Rouge,13.01,18.99,750.0,36,468.36,40.0,759.5999999999999,379.79999999999995,4.45,144929.24,291.2399999999999,38.34123222748814,1.1111111111111112,1.6218293620292081,13.01,Large,-52.04
6359,OLE SMOKY DISTILLERY LLC,1328,Ole Smoky Peach Moonshine,12.49,19.99,750.0,37,462.13,38.0,607.62,175.89000000000001,29.939999999999998,1922.0,145.49,23.944241466706167,1.027027027027027,1.3148248328392445,12.49,Large,-12.49
2242,DELICATO VINEYARDS INC,23403,La Merika Pnt Grigio Montery,6.16,8.99,750.0,75,462.0,81.0,728.19,368.59000000000003,9.02,7982.65,266.19000000000005,36.55501998104891,1.08,1.5761688311688313,6.16,Large,-36.96
2000,SOUTHERN WINE & SPIRITS NE,1253,Tullibardine Burgundy Finish,51.17,64.99,750.0,9,460.53,8.0,519.92,194.96999999999997,6.3,19016.59,59.389999999999986,11.422911217110322,0.8888888888888888,1.1289601111762535,51.169999999999995,Medium,51.17
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,11.18,18.99,750.0,41,458.38,36.0,631.64,228.86999999999998,4.03,55551.82,173.26,27.43018174909759,0.8780487804878049,1.3779833326061346,11.18,Large,55.9
7153,PINE STATE TRADING CO,2498,Catskill Fearless Whiskey,26.86,45.99,375.0,17,456.62,32.0,1400.68,388.91,12.57,15884.82,944.0600000000001,67.40011994174259,1.8823529411764706,3.0674959484910866,26.86,Medium,-402.9
9552,M S WALKER INC,25181,Grahams 2000 Vintage Port,64.42,95.99,750.0,7,450.94,16.0,1535.84,1247.87,1.76,55551.82,1084.8999999999999,70.63886863214918,2.2857142857142856,3.405863307757129,64.42,Medium,-579.78
1590,DIAGEO CHATEAU ESTATE WINES,37712,Sterling Vintners Cltn Syrah,7.3,10.95,750.0,61,445.29999999999995,46.0,519.54,273.76,5.140000000000001,7259.75,74.24000000000001,14.289563844939757,0.7540983606557377,1.1667190657983382,7.299999999999999,Large,109.5
4425,MARTIGNETTI COMPANIES,43639,Hamilton Russell Pnt Nr,18.54,27.99,750.0,24,444.96,17.0,475.83,111.96,1.9100000000000001,144929.24,30.870000000000005,6.487611121619066,0.7083333333333334,1.0693770226537216,18.54,Large,129.78
7749,R.P.IMPORTS INC,19062,Ch Olivier 10 Blanc Pessac-L,33.99,50.99,750.0,13,441.87,9.0,458.91,203.96,1.01,91.5,17.04000000000002,3.713146368569005,0.6923076923076923,1.0385633783692036,33.99,Medium,135.96
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,6.89,11.99,750.0,64,440.96000000000004,107.0,1080.93,657.35,11.85,68054.7,639.97,59.20549896848084,1.671875,2.4513107764876634,6.890000000000001,Large,-296.27
9165,ULTRA BEVERAGE COMPANY LLP,8767,Metcalfe's Raspberry Liqueur,19.68,29.99,750.0,22,432.96,17.0,509.83,359.88,13.41,68054.7,76.87,15.07757487790048,0.7727272727272727,1.1775452697708795,19.68,Large,98.4
9552,M S WALKER INC,22052,Lokoya Howell Mtn Cab Svgn,215.23,324.99,750.0,2,430.46,2.0,649.98,324.99,0.22,55551.82,219.52000000000004,33.773346872211455,1.0,1.5099660827951495,215.23,Small,0.0
653,STATE WINE & SPIRITS,19653,Alias Cab Svgn,5.88,8.99,750.0,72,423.36,39.0,428.61,54.95,4.38,8014.9800000000005,5.25,1.224889759921607,0.5416666666666666,1.0124007936507937,5.88,Large,194.04
4425,MARTIGNETTI COMPANIES,24975,Tenshen White,11.76,17.99,750.0,36,423.36,44.0,791.56,323.82,4.92,144929.24,368.19999999999993,46.515741068270245,1.2222222222222223,1.8697089947089944,11.76,Large,-94.08
7239,REMY COINTREAU USA INC,1874,Bruichladdich Octomore 61,84.61,109.99,750.0,5,423.05,11.0,1209.8899999999999,879.92,8.67,16978.67,786.8399999999999,65.03401135640429,2.2,2.8599219950360473,84.61,Small,-507.65999999999997
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,6.12,8.99,750.0,69,422.28,97.0,872.03,323.64,10.83,8014.9800000000005,449.75,51.57506049103815,1.4057971014492754,2.06505162451454,6.119999999999999,Large,-171.36
3960,DIAGEO NORTH AMERICA INC,364,Ciroc Peach Vodka,5.83,7.99,200.0,72,419.76,60.0,431.4,78.9,12.6,257032.07,11.639999999999986,2.698191933240609,0.8333333333333334,1.0277301315037164,5.83,Large,69.96000000000001
